Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PAIDIPALLI,2,COMMERCIAL,5,5,252,5.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PARKAL,2,COMMERCIAL,264,123,126956,1563.77
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PITTAWADA,2,COMMERCIAL,8,7,161,11.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,POCHARAM,2,COMMERCIAL,23,23,1162,47.79
JAGITYAL,JAGITYAL,GOLLAPALLY,CHILAVAKODOOR,SHAKELLA,2,COMMERCIAL,36,33,1352,47.265
JAGITYAL,JAGITYAL,GOLLAPALLY,CHILAVAKODOOR,VENUGUMATLA,2,COMMERCIAL,49,41,5470,76.49
JAGITYAL,JAGITYAL,GOLLAPALLY,CHILAVAKODOOR,YESHWANTHRAOPET,2,COMMERCIAL,26,25,3559,57.915
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,AGGIMALLA,2,COMMERCIAL,19,16,2369,44.86
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,BATTU BOTHAMRAJPALLY,2,COMMERCIAL,13,13,1577,30.26
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,GANGADEVIPALLY,2,COMMERCIAL,9,8,513,13.0
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,GANGAPUR,2,COMMERCIAL,19,18,1905,39.56
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,GOLLAPALLY,2,COMMERCIAL,454,420,46133,777.995
